record_id,timestamp,charge_point_id,sensor_reading,expected_reading,deviation_percent,actuator_state,actuator_command,actuator_response_time_ms,scada_latency_ms,packet_loss_percent,protocol,command_type,command_frequency,power_reading_kw,current_reading_a,temperature_c,digital_value,physical_value,data_consistency,anomaly_score,attack_type,attack_subtype,label
557,2026-01-01 05:49:00,CP-010,220.27,221.05,0.35,on,none,22.2,26.2,0.33,ocpp,write_register,9,12.94,56.26,26.47,220.27,220.24,0.03,0.146,none,none,0
558,2026-01-01 10:28:00,CP-013,220.28,219.04,0.57,on,none,38.57,36.62,0.75,ocpp,set_power_limit,10,3.8,16.52,31.22,220.28,219.62,0.66,0.186,none,none,0
559,2026-01-01 07:03:00,CP-017,229.78,231.76,0.85,off,none,43.48,17.56,0.73,ocpp,write_register,6,11.25,48.91,25.56,229.78,230.63,0.85,0.1893,none,none,0
560,2026-01-01 14:21:00,CP-010,49.37,226.14,78.17,on,write_register,48.65,97.31,0.55,ocpp,write_register,48,2.33,10.13,26.95,49.37,226.14,176.77,0.8978,false_data_injection,measurement_injection,1
561,2026-01-01 01:53:00,CP-009,235.5,236.32,0.35,on,none,49.85,17.85,0.92,dnp3,write_register,2,5.58,24.26,21.85,235.5,234.85,0.65,0.1427,none,none,0
562,2026-01-01 03:35:00,CP-002,235.28,237.07,0.76,off,none,24.19,42.77,0.85,ocpp,write_register,10,9.04,39.3,38.45,235.28,235.0,0.28,0.1183,none,none,0
563,2026-01-01 15:02:00,CP-013,227.36,227.36,4.03,fault,force_on,567.95,36.98,1.08,ocpp,stop_charging,36,3.4,14.78,49.4,227.36,225.89,1.47,0.9768,actuator_manipulation,relay_manipulation,1
564,2026-01-01 01:55:00,CP-017,224.48,226.42,0.86,on,none,19.47,27.23,0.36,iec61850,stop_charging,9,5.47,23.78,42.11,224.48,223.61,0.87,0.0796,none,none,0
565,2026-01-01 11:00:00,CP-008,227.69,228.01,0.14,off,none,31.08,39.95,0.81,ocpp,read_register,4,9.87,42.91,25.08,227.69,228.39,0.7,0.0725,none,none,0
566,2026-01-01 14:42:00,CP-018,104.24,237.25,56.06,unknown,bypass,443.62,589.81,22.28,dnp3,reset_device,40,43.31,188.3,28.71,104.24,275.3,171.06,0.9035,combined_attack,fdi_plus_scada,1
567,2026-01-01 02:16:00,CP-010,237.53,235.57,0.83,on,none,47.14,20.08,0.45,dnp3,write_register,9,11.89,51.7,24.82,237.53,236.76,0.77,0.0325,none,none,0
568,2026-01-01 15:22:00,CP-005,220.28,220.28,6.62,off,reset_device,316.82,173.56,6.42,dnp3,stop_charging,39,18.04,78.43,29.48,220.28,217.26,3.02,0.7989,scada_attack,protocol_manipulation,1
569,2026-01-01 01:13:00,CP-002,226.09,226.06,0.01,on,none,19.39,29.19,0.39,iec61850,set_power_limit,7,14.16,61.57,38.16,226.09,226.86,0.77,0.131,none,none,0
570,2026-01-01 00:47:00,CP-009,234.49,236.4,0.81,off,none,49.22,42.47,0.3,iec61850,write_register,5,3.27,14.22,33.35,234.49,234.04,0.45,0.1949,none,none,0
571,2026-01-01 09:47:00,CP-016,220.4,219.93,0.21,on,none,40.35,46.47,0.6,ocpp,set_power_limit,3,7.89,34.3,31.59,220.4,220.31,0.09,0.075,none,none,0
572,2026-01-01 15:30:00,CP-014,229.3,229.3,0.0,on,none,27.87,22.19,0.16,dnp3,update_firmware,60,0.32,1.39,90.94,229.3,227.06,2.24,0.8825,sensor_spoofing,temperature_spoof,1
573,2026-01-01 10:47:00,CP-005,225.41,226.57,0.51,on,none,49.58,14.45,0.12,iec61850,set_power_limit,6,9.17,39.87,43.66,225.41,226.18,0.77,0.0528,none,none,0
574,2026-01-01 02:15:00,CP-019,224.64,225.59,0.42,on,none,46.53,12.88,0.88,ocpp,read_register,7,17.97,78.13,24.66,224.64,225.14,0.5,0.1745,none,none,0
575,2026-01-01 04:14:00,CP-006,237.48,238.89,0.59,off,none,42.06,19.07,0.74,modbus,read_register,1,19.19,83.43,36.58,237.48,236.82,0.66,0.0715,none,none,0
576,2026-01-01 11:56:00,CP-003,24.09,235.21,89.76,fault,write_register,33.33,51.39,0.74,modbus,read_register,22,1.7,7.39,54.66,24.09,235.21,211.12,0.9341,false_data_injection,state_injection,1
577,2026-01-01 03:08:00,CP-006,228.83,226.83,0.88,off,none,18.09,35.99,0.13,iec61850,write_register,5,4.77,20.74,29.01,228.83,227.99,0.84,0.1329,none,none,0
578,2026-01-01 02:11:00,CP-010,235.42,236.24,0.35,off,none,22.68,20.7,0.93,iec61850,start_charging,2,13.9,60.43,33.58,235.42,236.21,0.79,0.0789,none,none,0
579,2026-01-01 04:19:00,CP-017,236.98,238.39,0.59,on,none,12.99,27.12,0.24,iec61850,read_register,9,7.23,31.43,36.08,236.98,236.79,0.19,0.047,none,none,0
580,2026-01-01 03:15:00,CP-016,239.09,240.17,0.45,on,none,33.49,5.62,0.22,modbus,stop_charging,9,8.44,36.7,37.82,239.09,239.62,0.53,0.0847,none,none,0
581,2026-01-01 10:30:00,CP-018,237.02,238.45,0.6,off,none,21.97,18.21,0.21,dnp3,write_register,5,20.65,89.78,43.98,237.02,237.05,0.03,0.1787,none,none,0
582,2026-01-01 01:57:00,CP-005,228.65,230.29,0.71,on,none,43.26,28.31,0.3,ocpp,start_charging,4,9.57,41.61,43.52,228.65,229.44,0.79,0.1692,none,none,0
583,2026-01-01 00:01:00,CP-018,223.98,224.58,0.27,off,none,18.82,31.52,0.81,modbus,write_register,7,9.46,41.13,23.89,223.98,224.89,0.91,0.0673,none,none,0
584,2026-01-01 08:29:00,CP-006,223.49,224.93,0.64,on,none,42.27,20.2,0.11,ocpp,read_register,9,7.26,31.57,26.45,223.49,223.17,0.32,0.071,none,none,0
585,2026-01-01 04:21:00,CP-020,239.26,239.81,0.23,on,none,36.18,25.53,0.34,modbus,write_register,8,9.31,40.48,39.19,239.26,239.46,0.2,0.1433,none,none,0
586,2026-01-01 10:45:00,CP-017,227.68,228.8,0.49,off,none,34.29,14.31,0.0,ocpp,set_power_limit,1,19.7,85.65,39.77,227.68,227.59,0.09,0.1416,none,none,0
587,2026-01-01 02:07:00,CP-017,230.65,231.48,0.36,off,none,29.0,5.75,0.33,modbus,stop_charging,10,8.85,38.48,42.47,230.65,231.39,0.74,0.1259,none,none,0
588,2026-01-01 04:15:00,CP-015,239.1,238.17,0.39,on,none,24.9,20.42,0.11,dnp3,stop_charging,5,18.88,82.09,37.25,239.1,239.06,0.04,0.0843,none,none,0
589,2026-01-01 15:41:00,CP-007,183.49,237.61,22.78,off,none,44.79,31.09,0.56,iec61850,read_register,92,1.44,6.26,45.6,183.49,180.02,3.47,0.6261,sensor_spoofing,voltage_spoof,1
590,2026-01-01 15:20:00,CP-020,234.54,234.54,0.0,off,none,39.69,26.62,0.5,dnp3,start_charging,89,3.0,13.04,87.61,234.54,235.41,0.87,0.6171,sensor_spoofing,temperature_spoof,1
591,2026-01-01 11:34:00,CP-001,228.27,228.22,0.02,on,none,18.41,23.9,0.89,dnp3,write_register,3,8.68,37.74,42.59,228.27,228.59,0.32,0.1262,none,none,0
592,2026-01-01 06:54:00,CP-011,222.42,223.16,0.33,on,none,22.86,48.41,0.21,modbus,set_power_limit,3,9.37,40.74,23.02,222.42,221.7,0.72,0.083,none,none,0
593,2026-01-01 12:02:00,CP-010,0.25,227.05,99.89,on,none,24.01,17.75,0.86,ocpp,read_register,54,0.43,1.87,45.66,0.25,-0.43,0.68,0.9673,sensor_spoofing,power_spoof,1
594,2026-01-01 05:52:00,CP-020,230.63,229.38,0.54,off,none,32.43,37.06,0.04,iec61850,start_charging,8,10.47,45.52,23.93,230.63,230.32,0.31,0.0704,none,none,0
595,2026-01-01 16:22:00,CP-001,28.0,235.5,88.11,unknown,write_register,41.62,76.18,1.95,iec61850,stop_charging,51,0.43,1.87,51.52,28.0,235.5,207.5,0.9615,false_data_injection,measurement_injection,1
596,2026-01-01 09:00:00,CP-019,233.44,233.85,0.18,on,none,12.61,10.77,0.07,iec61850,set_power_limit,4,19.74,85.83,38.22,233.44,232.99,0.45,0.1695,none,none,0
597,2026-01-01 03:17:00,CP-003,226.2,225.95,0.11,on,none,12.32,8.88,0.43,dnp3,set_power_limit,10,4.05,17.61,36.65,226.2,226.52,0.32,0.0351,none,none,0
598,2026-01-01 13:13:00,CP-002,237.16,237.16,4.26,transitioning,force_on,466.13,35.24,1.8,ocpp,set_power_limit,66,8.27,35.96,38.07,237.16,241.57,4.41,0.7613,actuator_manipulation,relay_manipulation,1
599,2026-01-01 16:19:00,CP-002,223.34,223.34,8.47,off,inject_command,425.43,329.55,9.19,ocpp,stop_charging,42,11.91,51.78,44.86,223.34,225.47,2.13,0.6648,scada_attack,command_injection,1
600,2026-01-01 15:01:00,CP-015,49.21,229.81,78.59,fault,write_register,29.17,90.36,1.36,iec61850,write_register,38,0.86,3.74,45.58,49.21,229.81,180.6,0.9852,false_data_injection,state_injection,1
601,2026-01-01 01:00:00,CP-019,239.98,239.94,0.02,on,none,27.86,26.8,0.33,dnp3,stop_charging,6,19.52,84.87,44.52,239.98,239.46,0.52,0.0766,none,none,0
602,2026-01-01 04:03:00,CP-018,235.26,233.99,0.54,off,none,36.18,15.0,0.22,iec61850,stop_charging,6,10.06,43.74,34.64,235.26,235.19,0.07,0.0236,none,none,0
603,2026-01-01 15:52:00,CP-002,231.05,231.05,2.26,transitioning,override,275.96,35.77,1.19,modbus,set_power_limit,76,16.38,71.22,22.42,231.05,227.86,3.19,0.7099,actuator_manipulation,breaker_manipulation,1
604,2026-01-01 08:24:00,CP-019,236.59,236.16,0.18,off,none,10.31,33.37,0.71,dnp3,stop_charging,10,14.32,62.26,33.86,236.59,236.17,0.42,0.0975,none,none,0
605,2026-01-01 13:39:00,CP-004,162.2,223.57,27.45,unknown,bypass,790.22,488.08,18.36,iec61850,start_charging,66,40.76,177.22,43.25,162.2,264.18,101.98,0.8532,combined_attack,fdi_plus_scada,1
606,2026-01-01 11:06:00,CP-008,227.85,229.14,0.56,on,none,42.66,26.08,0.31,dnp3,stop_charging,3,4.04,17.57,29.29,227.85,227.7,0.15,0.054,none,none,0
607,2026-01-01 04:39:00,CP-017,222.12,223.27,0.52,off,none,34.26,17.67,0.93,dnp3,stop_charging,1,12.01,52.22,33.34,222.12,221.39,0.73,0.0782,none,none,0
608,2026-01-01 08:55:00,CP-009,237.57,236.41,0.49,off,none,45.36,47.54,0.64,dnp3,start_charging,4,15.58,67.74,28.04,237.57,236.99,0.58,0.1918,none,none,0
609,2026-01-01 00:05:00,CP-011,236.86,237.96,0.46,on,none,42.87,41.23,0.4,modbus,write_register,10,19.65,85.43,27.87,236.86,237.17,0.31,0.0791,none,none,0
610,2026-01-01 15:43:00,CP-015,298.09,237.47,25.53,on,none,38.62,38.41,0.29,modbus,set_power_limit,67,1.37,5.96,36.54,298.09,294.73,3.36,0.8634,sensor_spoofing,voltage_spoof,1
611,2026-01-01 15:04:00,CP-020,230.96,230.96,2.04,transitioning,bypass,370.81,11.36,0.22,dnp3,start_charging,99,17.52,76.17,34.42,230.96,227.95,3.01,0.7351,actuator_manipulation,breaker_manipulation,1
612,2026-01-01 08:41:00,CP-017,235.58,237.07,0.63,off,none,35.46,49.84,0.69,dnp3,stop_charging,3,5.74,24.96,23.18,235.58,236.0,0.42,0.0259,none,none,0
613,2026-01-01 14:07:00,CP-008,152.29,235.36,35.29,fault,bypass,1410.43,551.96,24.3,ocpp,write_register,38,30.15,131.09,26.36,152.29,256.15,103.86,0.8408,combined_attack,multi_vector,1
614,2026-01-01 02:09:00,CP-011,228.38,228.03,0.15,on,none,26.42,39.87,0.92,modbus,write_register,9,6.94,30.17,28.13,228.38,228.7,0.32,0.1051,none,none,0
615,2026-01-01 03:43:00,CP-004,221.48,220.16,0.6,off,none,16.44,8.38,0.94,modbus,start_charging,10,21.72,94.43,42.33,221.48,221.89,0.41,0.0863,none,none,0
616,2026-01-01 08:01:00,CP-009,223.47,223.84,0.17,off,none,41.98,13.94,0.41,ocpp,stop_charging,7,20.95,91.09,42.11,223.47,222.92,0.55,0.1896,none,none,0
617,2026-01-01 16:40:00,CP-019,20.02,237.38,91.57,on,write_register,29.48,98.9,0.44,ocpp,write_register,85,1.81,7.87,53.5,20.02,237.38,217.36,0.9629,false_data_injection,register_injection,1
618,2026-01-01 15:37:00,CP-009,233.01,233.01,4.46,unknown,update_firmware,142.07,145.08,10.81,modbus,reset_device,46,11.58,50.35,27.0,233.01,233.71,0.7,0.8989,scada_attack,command_injection,1
619,2026-01-01 09:42:00,CP-002,222.75,222.74,0.0,on,none,16.07,14.2,0.04,dnp3,start_charging,3,8.28,36.0,36.09,222.75,223.27,0.52,0.1042,none,none,0
620,2026-01-01 11:21:00,CP-020,223.97,224.86,0.4,on,none,22.95,49.39,0.94,iec61850,read_register,3,20.03,87.09,43.35,223.97,223.97,0.0,0.0633,none,none,0
621,2026-01-01 02:52:00,CP-003,222.19,221.18,0.46,off,none,16.65,32.57,0.56,dnp3,start_charging,7,5.01,21.78,22.47,222.19,221.63,0.56,0.1494,none,none,0
622,2026-01-01 05:42:00,CP-008,224.66,225.9,0.55,on,none,32.82,30.61,0.22,modbus,start_charging,8,6.29,27.35,40.64,224.66,225.04,0.38,0.1152,none,none,0
623,2026-01-01 01:23:00,CP-004,227.0,227.23,0.1,on,none,40.5,30.83,0.81,modbus,set_power_limit,5,3.55,15.43,26.83,227.0,227.52,0.52,0.1843,none,none,0
624,2026-01-01 04:13:00,CP-019,233.38,231.98,0.6,on,none,41.18,8.38,0.72,iec61850,write_register,8,21.78,94.7,27.4,233.38,233.31,0.07,0.02,none,none,0
625,2026-01-01 12:05:00,CP-015,238.7,238.7,2.34,unknown,override,536.4,23.46,0.06,modbus,update_firmware,73,16.54,71.91,23.1,238.7,235.11,3.59,0.9627,actuator_manipulation,charger_manipulation,1
626,2026-01-01 15:27:00,CP-017,0.41,235.0,99.83,off,none,28.51,45.52,0.95,iec61850,read_register,77,1.17,5.09,26.76,0.41,3.11,2.7,0.8848,sensor_spoofing,power_spoof,1
627,2026-01-01 02:42:00,CP-006,231.28,231.55,0.12,off,none,37.08,29.33,0.38,ocpp,read_register,9,17.16,74.61,28.65,231.28,230.48,0.8,0.0464,none,none,0
628,2026-01-01 14:23:00,CP-005,103.91,228.48,54.52,unknown,inject_command,767.73,384.79,18.43,dnp3,stop_charging,61,28.4,123.48,52.84,103.91,248.49,144.58,0.7005,combined_attack,multi_vector,1
629,2026-01-01 16:12:00,CP-013,116.41,220.46,47.2,unknown,inject_command,1247.51,385.77,16.44,dnp3,set_power_limit,98,34.7,150.87,35.48,116.41,246.62,130.21,0.6578,combined_attack,fdi_plus_scada,1
630,2026-01-01 14:09:00,CP-015,4.27,220.51,98.06,on,none,25.22,25.11,0.4,ocpp,update_firmware,68,1.77,7.7,24.36,4.27,8.96,4.69,0.8027,sensor_spoofing,power_spoof,1
631,2026-01-01 06:55:00,CP-012,231.07,230.82,0.11,on,none,15.33,40.6,0.63,dnp3,write_register,1,19.71,85.7,22.02,231.07,230.08,0.99,0.1852,none,none,0
632,2026-01-01 16:33:00,CP-020,25.07,223.18,88.77,on,write_register,14.03,12.82,2.21,ocpp,set_power_limit,74,1.48,6.43,23.23,25.07,223.18,198.11,0.988,false_data_injection,measurement_injection,1
633,2026-01-01 08:00:00,CP-005,220.06,218.86,0.55,off,none,22.55,8.7,0.16,ocpp,set_power_limit,7,18.06,78.52,27.98,220.06,220.02,0.04,0.147,none,none,0
634,2026-01-01 00:43:00,CP-018,235.49,235.35,0.06,off,none,22.89,16.05,0.93,iec61850,stop_charging,4,17.26,75.04,34.25,235.49,235.83,0.34,0.0673,none,none,0
635,2026-01-01 08:08:00,CP-005,221.79,222.63,0.38,off,none,15.67,10.26,0.04,ocpp,stop_charging,5,17.21,74.83,43.16,221.79,221.36,0.43,0.1754,none,none,0
636,2026-01-01 11:45:00,CP-004,226.02,226.02,3.46,on,inject_command,398.58,297.53,5.71,iec61850,reset_device,78,9.03,39.26,37.27,226.02,227.43,1.41,0.9642,scada_attack,replay_attack,1
637,2026-01-01 16:07:00,CP-007,229.1,229.1,2.92,unknown,override,359.35,7.29,0.86,dnp3,set_power_limit,33,21.83,94.91,36.67,229.1,227.97,1.13,0.6478,actuator_manipulation,breaker_manipulation,1
638,2026-01-01 10:02:00,CP-006,235.07,235.71,0.27,on,none,14.22,49.7,0.03,iec61850,stop_charging,5,7.19,31.26,26.44,235.07,235.02,0.05,0.1795,none,none,0
639,2026-01-01 01:36:00,CP-013,222.58,223.42,0.38,on,none,22.38,21.95,0.79,ocpp,set_power_limit,2,15.27,66.39,30.59,222.58,222.3,0.28,0.0725,none,none,0
640,2026-01-01 13:47:00,CP-015,233.99,233.99,2.97,fault,force_off,617.42,6.17,1.76,iec61850,reset_device,57,13.8,60.0,30.73,233.99,236.15,2.16,0.8271,actuator_manipulation,breaker_manipulation,1
641,2026-01-01 14:41:00,CP-001,110.67,228.62,51.59,unknown,override,1094.16,289.42,23.94,iec61850,start_charging,49,39.25,170.65,50.66,110.67,277.01,166.34,0.6577,combined_attack,fdi_plus_scada,1
642,2026-01-01 00:53:00,CP-010,228.78,228.65,0.06,off,none,37.99,47.42,0.5,dnp3,stop_charging,2,14.36,62.43,42.24,228.78,229.25,0.47,0.1207,none,none,0
643,2026-01-01 04:35:00,CP-002,233.65,232.93,0.31,on,none,25.44,29.31,0.28,iec61850,set_power_limit,9,11.47,49.87,21.1,233.65,234.45,0.8,0.0385,none,none,0
644,2026-01-01 11:10:00,CP-016,231.73,233.14,0.6,off,none,16.45,35.71,0.08,modbus,write_register,4,18.34,79.74,36.36,231.73,232.27,0.54,0.0322,none,none,0
645,2026-01-01 14:20:00,CP-018,221.93,221.93,7.63,transitioning,reset_device,401.88,270.61,5.38,ocpp,read_register,49,19.27,83.78,54.13,221.93,225.23,3.3,0.6481,scada_attack,replay_attack,1
646,2026-01-01 07:10:00,CP-004,229.4,229.53,0.06,off,none,28.08,21.57,0.67,modbus,write_register,8,4.66,20.26,29.77,229.4,228.76,0.64,0.1917,none,none,0
647,2026-01-01 11:50:00,CP-011,229.08,229.08,2.52,fault,force_off,933.36,22.35,0.9,ocpp,update_firmware,71,5.93,25.78,26.58,229.08,226.86,2.22,0.6657,actuator_manipulation,charger_manipulation,1
648,2026-01-01 15:08:00,CP-004,133.21,238.02,44.03,unknown,override,974.0,432.91,24.0,iec61850,reset_device,51,49.4,214.78,43.24,133.21,262.42,129.21,0.778,combined_attack,sensor_plus_actuator,1
649,2026-01-01 06:53:00,CP-004,229.12,227.8,0.58,on,none,42.71,9.78,0.5,ocpp,read_register,4,11.1,48.26,40.29,229.12,230.08,0.96,0.1357,none,none,0
650,2026-01-01 11:15:00,CP-002,232.41,232.99,0.25,on,none,37.99,30.24,0.15,modbus,start_charging,7,6.01,26.13,29.98,232.41,231.56,0.85,0.0776,none,none,0
651,2026-01-01 12:41:00,CP-002,233.8,233.8,1.32,unknown,update_firmware,456.92,241.75,11.03,ocpp,reset_device,57,21.81,94.83,24.17,233.8,237.77,3.97,0.9593,scada_attack,command_injection,1
652,2026-01-01 14:34:00,CP-009,226.74,226.74,3.61,off,reset_device,195.24,144.59,13.73,iec61850,update_firmware,91,11.32,49.22,38.84,226.74,225.72,1.02,0.8783,scada_attack,protocol_manipulation,1
653,2026-01-01 05:04:00,CP-018,225.69,227.01,0.58,off,none,23.9,41.7,0.23,ocpp,stop_charging,7,13.92,60.52,26.53,225.69,225.5,0.19,0.0213,none,none,0
654,2026-01-01 14:53:00,CP-011,43.51,236.53,81.6,on,write_register,16.24,61.88,1.87,iec61850,stop_charging,93,2.13,9.26,51.57,43.51,236.53,193.02,0.7239,false_data_injection,measurement_injection,1
655,2026-01-01 09:51:00,CP-005,225.23,225.05,0.08,on,none,20.17,32.1,0.95,ocpp,read_register,2,17.65,76.74,36.11,225.23,226.06,0.83,0.0795,none,none,0
656,2026-01-01 09:22:00,CP-009,220.17,219.37,0.36,off,none,41.33,23.17,0.41,modbus,stop_charging,9,21.8,94.78,43.79,220.17,220.9,0.73,0.0455,none,none,0
657,2026-01-01 14:18:00,CP-002,220.96,220.96,1.82,off,inject_command,65.35,417.91,7.43,iec61850,read_register,93,6.76,29.39,36.83,220.96,224.54,3.58,0.6751,scada_attack,replay_attack,1
658,2026-01-01 09:14:00,CP-001,223.52,222.57,0.43,on,none,10.84,35.49,0.38,modbus,start_charging,4,8.8,38.26,26.0,223.52,224.14,0.62,0.1322,none,none,0
659,2026-01-01 09:23:00,CP-007,229.49,229.55,0.03,off,none,38.9,25.76,0.79,iec61850,write_register,7,17.63,76.65,37.45,229.49,228.91,0.58,0.09,none,none,0
660,2026-01-01 05:18:00,CP-008,233.24,235.0,0.75,on,none,18.42,22.87,0.1,dnp3,set_power_limit,1,3.5,15.22,29.93,233.24,233.77,0.53,0.0167,none,none,0
661,2026-01-01 04:43:00,CP-016,239.03,238.46,0.24,on,none,14.0,32.88,0.9,iec61850,stop_charging,8,9.24,40.17,36.49,239.03,239.42,0.39,0.0305,none,none,0
662,2026-01-01 00:50:00,CP-017,227.61,229.24,0.71,off,none,44.41,49.55,0.31,modbus,set_power_limit,2,21.0,91.3,25.19,227.61,227.03,0.58,0.1321,none,none,0
663,2026-01-01 03:57:00,CP-003,225.7,225.25,0.2,on,none,44.15,40.09,0.21,ocpp,write_register,4,8.11,35.26,30.24,225.7,224.74,0.96,0.1561,none,none,0
664,2026-01-01 01:20:00,CP-004,237.06,237.66,0.25,on,none,27.2,44.96,0.41,dnp3,stop_charging,7,16.86,73.3,27.81,237.06,236.69,0.37,0.051,none,none,0
665,2026-01-01 09:56:00,CP-019,224.7,224.64,0.03,on,none,10.38,16.97,0.96,modbus,read_register,4,12.92,56.17,20.18,224.7,224.91,0.21,0.1974,none,none,0
666,2026-01-01 12:45:00,CP-012,222.37,222.37,2.19,fault,bypass,951.36,16.67,1.21,modbus,write_register,55,8.2,35.65,24.94,222.37,219.44,2.93,0.9355,actuator_manipulation,relay_manipulation,1
667,2026-01-01 09:50:00,CP-012,230.19,230.14,0.02,off,none,37.86,34.29,0.93,ocpp,write_register,8,3.66,15.91,40.33,230.19,230.45,0.26,0.1353,none,none,0
668,2026-01-01 03:07:00,CP-007,229.89,229.18,0.31,off,none,23.51,31.01,0.57,dnp3,start_charging,1,3.87,16.83,35.65,229.89,230.56,0.67,0.0033,none,none,0
669,2026-01-01 02:06:00,CP-011,236.08,236.16,0.03,on,none,34.25,28.2,0.33,iec61850,write_register,7,21.82,94.87,38.48,236.08,235.68,0.4,0.0673,none,none,0
670,2026-01-01 05:25:00,CP-001,223.72,222.13,0.72,off,none,15.0,24.73,0.01,modbus,write_register,1,12.38,53.83,28.55,223.72,223.34,0.38,0.1599,none,none,0
671,2026-01-01 05:41:00,CP-011,220.43,221.72,0.58,off,none,46.76,28.01,0.57,ocpp,read_register,1,11.75,51.09,23.9,220.43,219.96,0.47,0.1779,none,none,0
672,2026-01-01 04:30:00,CP-002,238.53,238.08,0.19,off,none,48.63,7.42,0.74,ocpp,set_power_limit,8,18.77,81.61,42.79,238.53,238.94,0.41,0.1295,none,none,0
673,2026-01-01 01:37:00,CP-006,239.02,238.39,0.26,off,none,17.68,50.0,0.15,iec61850,read_register,9,17.65,76.74,40.88,239.02,239.79,0.77,0.0075,none,none,0
674,2026-01-01 13:38:00,CP-005,134.52,223.33,39.77,fault,inject_command,967.73,370.84,14.69,ocpp,stop_charging,97,48.72,211.83,24.32,134.52,255.2,120.68,0.6845,combined_attack,multi_vector,1
675,2026-01-01 06:11:00,CP-004,220.48,220.98,0.23,on,none,39.5,14.33,0.62,dnp3,stop_charging,1,9.34,40.61,34.01,220.48,220.76,0.28,0.0023,none,none,0
676,2026-01-01 01:42:00,CP-012,224.72,226.7,0.87,off,none,18.98,19.34,0.1,iec61850,write_register,3,3.73,16.22,42.93,224.72,224.66,0.06,0.1662,none,none,0
677,2026-01-01 10:13:00,CP-003,235.55,237.01,0.62,off,none,21.01,34.39,0.37,modbus,read_register,2,5.32,23.13,36.04,235.55,236.37,0.82,0.045,none,none,0
678,2026-01-01 10:17:00,CP-009,237.03,235.17,0.79,on,none,30.25,21.36,0.54,dnp3,read_register,4,8.71,37.87,43.66,237.03,237.07,0.04,0.1566,none,none,0
679,2026-01-01 08:57:00,CP-003,230.77,232.34,0.68,off,none,36.89,20.88,0.81,iec61850,stop_charging,3,18.94,82.35,40.3,230.77,231.74,0.97,0.025,none,none,0
680,2026-01-01 11:41:00,CP-012,222.29,222.29,4.29,off,update_firmware,160.39,186.07,10.57,ocpp,update_firmware,60,18.37,79.87,24.28,222.29,220.48,1.81,0.6044,scada_attack,command_injection,1
681,2026-01-01 01:35:00,CP-011,221.32,219.7,0.74,off,none,21.37,37.57,0.66,ocpp,start_charging,2,14.07,61.17,23.54,221.32,221.02,0.3,0.1935,none,none,0
682,2026-01-01 03:09:00,CP-006,221.04,221.54,0.23,on,none,27.17,9.1,0.1,ocpp,stop_charging,2,5.52,24.0,25.65,221.04,221.4,0.36,0.0019,none,none,0
683,2026-01-01 05:35:00,CP-002,231.42,232.77,0.58,off,none,31.03,36.56,0.26,iec61850,write_register,10,16.64,72.35,20.33,231.42,232.26,0.84,0.1311,none,none,0
684,2026-01-01 15:46:00,CP-019,42.94,236.49,81.84,on,write_register,49.62,56.68,1.56,modbus,start_charging,90,1.99,8.65,25.76,42.94,236.49,193.55,0.6907,false_data_injection,register_injection,1
685,2026-01-01 00:26:00,CP-012,232.83,232.43,0.17,off,none,47.57,10.19,0.97,ocpp,set_power_limit,5,3.73,16.22,34.91,232.83,232.52,0.31,0.1573,none,none,0
686,2026-01-01 00:23:00,CP-010,227.29,229.02,0.76,on,none,45.96,14.45,0.25,modbus,start_charging,9,19.8,86.09,30.16,227.29,227.53,0.24,0.0309,none,none,0
687,2026-01-01 06:56:00,CP-019,237.74,237.4,0.14,off,none,37.69,14.28,0.64,dnp3,stop_charging,4,20.82,90.52,35.26,237.74,236.82,0.92,0.036,none,none,0
688,2026-01-01 11:43:00,CP-003,125.42,228.44,45.1,unknown,override,536.55,511.23,19.97,iec61850,stop_charging,35,28.1,122.17,25.99,125.42,258.25,132.83,0.7531,combined_attack,multi_vector,1
689,2026-01-01 05:15:00,CP-012,220.4,218.88,0.69,on,none,33.07,34.24,0.54,iec61850,start_charging,6,15.79,68.65,32.19,220.4,220.87,0.47,0.1779,none,none,0
690,2026-01-01 08:30:00,CP-002,235.4,235.63,0.1,on,none,44.14,44.32,0.6,modbus,read_register,8,18.18,79.04,44.07,235.4,235.91,0.51,0.1949,none,none,0
691,2026-01-01 11:33:00,CP-019,237.34,235.78,0.66,on,none,14.28,17.71,0.89,modbus,read_register,8,19.05,82.83,42.82,237.34,236.76,0.58,0.0201,none,none,0
692,2026-01-01 06:12:00,CP-007,233.8,232.82,0.42,on,none,22.31,27.8,0.32,modbus,read_register,6,9.49,41.26,38.11,233.8,234.03,0.23,0.0058,none,none,0
693,2026-01-01 15:10:00,CP-011,221.38,221.38,0.0,off,none,37.09,46.25,0.11,ocpp,reset_device,61,0.88,3.83,111.71,221.38,224.25,2.87,0.7419,sensor_spoofing,temperature_spoof,1
694,2026-01-01 01:16:00,CP-007,221.37,222.43,0.48,on,none,33.46,41.59,0.23,ocpp,set_power_limit,1,8.27,35.96,44.6,221.37,222.35,0.98,0.108,none,none,0
695,2026-01-01 07:01:00,CP-014,222.9,224.61,0.76,off,none,17.12,21.81,0.46,ocpp,start_charging,5,6.84,29.74,23.18,222.9,223.28,0.38,0.0119,none,none,0
