record_id,timestamp,charge_point_id,session_id,tariff_type,base_price_kwh,price_per_kwh,original_price,modified_price,price_change_percent,discount_code,discount_applied,expected_discount,final_price,energy_kwh,total_cost,user_role,update_source,is_authorized,request_ip,price_valid_from,previous_update_mins,anomaly_type,label
498,2026-01-09 05:18:00,CP-0050,cf1d25c8,night,4.16,2.5,2.5,2.5,0.0,LOYAL15,15,15,2.12,38.08,80.73,admin,billing_engine,True,192.168.1.10,2026-01-09 05:18:00,382,none,0
499,2026-01-22 03:48:00,CP-0016,d86ee47c,night,8.46,5.08,5.08,5.08,0.0,FIRST50,50,50,2.54,54.55,138.56,system,csms,True,192.168.1.14,2026-01-22 03:48:00,1243,none,0
500,2026-01-12 18:51:00,CP-0025,853c79ac,peak,2.87,4.3,4.3,4.3,0.0,LOYAL15,15,15,3.65,71.78,262.0,admin,billing_engine,True,192.168.1.15,2026-01-12 18:51:00,370,none,0
501,2026-01-23 21:11:00,CP-0030,283c477f,standard,4.69,4.69,4.69,4.69,0.0,SUMMER20,20,20,3.75,13.55,50.81,system,billing_engine,True,192.168.1.34,2026-01-23 21:11:00,1368,none,0
502,2026-01-11 13:48:00,CP-0032,bdfba72c,standard,7.56,7.56,7.56,7.56,0.0,FIRST50,50,50,3.78,15.66,59.19,system,billing_engine,True,192.168.1.41,2026-01-11 13:48:00,908,none,0
503,2026-01-04 01:23:00,CP-0022,52fe656b,night,2.73,1.64,1.64,0.66,-59.76,SUMMER20,20,20,1.31,19.75,25.87,operator,billing_engine,True,192.168.1.20,2026-01-04 01:23:00,10,abnormal_price_change,1
504,2026-01-28 14:10:00,CP-0040,d2f43e26,standard,4.47,4.47,4.47,4.47,0.0,FIRST50,50,50,2.23,25.12,56.02,system,csms,True,192.168.1.24,2026-01-28 14:10:00,761,none,0
505,2026-01-26 10:00:00,CP-0009,af451129,standard,4.16,4.16,4.16,4.16,0.0,SUMMER20,20,20,3.33,45.52,151.58,admin,csms,True,192.168.1.43,2026-01-26 10:00:00,112,none,0
506,2026-01-05 08:06:00,CP-0009,b06760c9,peak,4.38,6.57,6.57,6.57,0.0,LOYAL15,15,15,5.58,33.7,188.05,admin,csms,True,192.168.1.5,2026-01-05 08:06:00,1146,none,0
507,2026-01-09 23:42:00,CP-0044,978cc712,standard,6.28,6.28,6.28,6.28,0.0,SUMMER20,20,20,5.02,36.82,184.84,admin,csms,True,192.168.1.35,2026-01-09 23:42:00,951,none,0
508,2026-01-01 03:40:00,CP-0002,7168bf0d,night,8.25,4.95,4.95,14.85,200.0,LOYAL15,15,15,4.21,52.53,221.15,admin,billing_engine,True,192.168.1.44,2026-01-01 03:40:00,10,abnormal_price_change,1
509,2026-01-06 19:07:00,CP-0027,aeb8c525,peak,7.61,11.42,11.42,4.57,-59.98,FIRST50,50,50,5.71,17.84,101.87,operator,csms,True,192.168.1.19,2026-01-06 19:07:00,10,abnormal_price_change,1
510,2026-01-23 10:55:00,CP-0024,45cf9c66,standard,4.69,4.69,4.69,4.69,0.0,WELCOME10,10,10,4.22,57.84,244.08,system,billing_engine,True,192.168.1.38,2026-01-23 10:55:00,266,none,0
511,2026-01-01 10:06:00,CP-0025,8ab253f4,night,4.76,4.76,4.76,2.86,-39.92,SUMMER20,20,20,3.81,76.38,291.01,admin,csms,True,192.168.1.34,2026-01-01 10:06:00,687,tariff_shift,1
512,2026-01-03 13:18:00,CP-0018,7dc423d4,standard,3.7,3.7,3.7,3.7,0.0,NONE,0,0,3.7,8.98,33.23,system,csms,True,192.168.1.5,2026-01-03 13:18:00,855,none,0
513,2026-01-21 20:01:00,CP-0020,85ece49e,peak,3.17,4.75,4.75,4.75,0.0,LOYAL15,15,15,4.04,22.96,92.76,admin,csms,True,192.168.1.6,2026-01-21 20:01:00,1055,none,0
514,2026-01-09 16:21:00,CP-0024,125f212c,standard,6.38,6.38,6.38,6.38,0.0,FIRST50,50,50,3.19,11.93,38.06,system,csms,True,192.168.1.4,2026-01-09 16:21:00,609,none,0
515,2026-01-22 07:38:00,CP-0037,15cf0012,peak,5.72,8.58,8.58,8.58,0.0,NONE,0,0,8.58,23.15,198.63,admin,billing_engine,True,192.168.1.28,2026-01-22 07:38:00,63,none,0
516,2026-01-12 20:39:00,CP-0004,b7c6e88d,peak,6.27,9.4,9.4,9.4,0.0,SUMMER20,20,20,7.52,18.86,141.83,admin,billing_engine,True,192.168.1.3,2026-01-12 20:39:00,357,none,0
517,2026-01-30 21:07:00,CP-0021,f32fecd8,standard,3.64,3.64,3.64,3.64,0.0,FIRST50,50,50,1.82,36.41,66.27,operator,csms,True,192.168.1.27,2026-01-30 21:07:00,1087,none,0
518,2026-01-30 13:25:00,CP-0046,a61c2dad,night,6.62,6.62,6.62,3.97,-40.03,FIRST50,50,50,3.31,36.75,121.64,system,billing_engine,True,192.168.1.5,2026-01-30 13:25:00,255,tariff_shift,1
519,2026-01-28 18:43:00,CP-0034,535a4508,night,7.2,10.8,10.8,4.32,-60.0,FIRST50,50,50,5.4,29.61,159.89,admin,csms,True,192.168.1.7,2026-01-28 18:43:00,85,tariff_shift,1
520,2026-01-09 07:25:00,CP-0008,5c620c59,peak,2.73,4.09,4.09,4.09,0.0,STOLEN50,54,0,1.88,58.18,109.38,admin,billing_engine,True,192.168.1.43,2026-01-09 07:25:00,1010,discount_manipulation,1
521,2026-01-28 13:10:00,CP-0016,2bef911e,standard,4.04,4.04,4.04,12.12,200.0,NONE,0,0,4.04,35.44,143.18,admin,csms,True,192.168.1.13,2026-01-28 13:10:00,5,abnormal_price_change,1
522,2026-01-19 08:06:00,CP-0015,003cc4ff,peak,2.56,3.84,3.84,3.84,0.0,LOYAL15,15,15,3.26,43.3,141.16,system,csms,True,192.168.1.29,2026-01-19 08:06:00,826,none,0
523,2026-01-01 07:32:00,CP-0036,94654970,peak,8.5,12.75,12.75,12.75,0.0,LOYAL15,15,15,10.84,53.55,580.48,system,billing_engine,True,192.168.1.20,2026-01-01 07:32:00,281,none,0
524,2026-01-22 21:16:00,CP-0017,fb3c0edf,standard,7.76,7.76,7.76,7.76,0.0,NONE,0,0,7.76,57.06,442.79,operator,billing_engine,True,192.168.1.50,2026-01-22 21:16:00,558,none,0
525,2026-01-28 09:47:00,CP-0047,2365d858,standard,5.44,5.44,5.44,5.44,0.0,SUMMER20,20,20,4.35,64.62,281.1,admin,csms,True,192.168.1.47,2026-01-28 09:47:00,1179,none,0
526,2026-01-18 18:38:00,CP-0015,f38275e2,peak,6.08,9.12,9.12,9.12,0.0,NONE,0,0,9.12,63.18,576.2,operator,billing_engine,True,192.168.1.29,2026-01-18 18:38:00,668,none,0
527,2026-01-19 00:56:00,CP-0011,ae219ff6,peak,8.01,4.81,4.81,12.02,149.9,WELCOME10,10,10,4.33,57.39,248.5,system,csms,True,192.168.1.23,2026-01-19 00:56:00,921,tariff_shift,1
528,2026-01-14 13:51:00,CP-0038,6318887c,standard,6.93,6.93,6.93,6.93,0.0,LOYAL15,15,15,5.89,7.12,41.94,system,billing_engine,True,192.168.1.37,2026-01-14 13:51:00,1214,none,0
529,2026-01-15 11:54:00,CP-0013,381892e4,standard,5.83,5.83,5.83,5.83,0.0,FAKE99,71,0,1.69,6.61,11.17,operator,csms,True,192.168.1.2,2026-01-15 11:54:00,341,discount_manipulation,1
530,2026-01-04 17:37:00,CP-0006,2672f582,peak,5.03,7.54,7.54,7.54,0.0,WELCOME10,10,10,6.79,21.4,145.31,system,csms,True,192.168.1.36,2026-01-04 17:37:00,467,none,0
531,2026-01-27 18:41:00,CP-0003,402a64e3,peak,2.74,4.11,4.11,4.11,0.0,FIRST50,50,50,2.06,48.47,99.85,system,csms,True,192.168.1.6,2026-01-27 18:41:00,664,none,0
532,2026-01-17 18:47:00,CP-0044,36cfbafb,peak,3.44,5.16,5.16,5.16,0.0,LOYAL15,15,15,4.39,31.39,137.8,system,billing_engine,True,192.168.1.16,2026-01-17 18:47:00,1086,none,0
533,2026-01-02 08:51:00,CP-0050,e043c60f,peak,6.46,9.69,9.69,9.69,0.0,NONE,0,0,9.69,75.22,728.88,admin,csms,True,192.168.1.14,2026-01-02 08:51:00,197,none,0
534,2026-01-07 02:49:00,CP-0044,13c4bca9,night,7.73,4.64,4.64,4.64,0.0,NONE,0,0,4.64,79.45,368.65,admin,csms,True,192.168.1.30,2026-01-07 02:49:00,853,none,0
535,2026-01-27 10:33:00,CP-0018,9c340377,standard,4.01,4.01,4.01,4.01,0.0,LOYAL15,15,15,3.41,64.62,220.35,admin,billing_engine,True,192.168.1.26,2026-01-27 10:33:00,1000,none,0
536,2026-01-02 05:07:00,CP-0005,6e58d9da,night,7.09,4.25,4.25,4.4,3.53,FIRST50,50,50,2.12,49.92,105.83,operator,billing_engine,True,192.168.1.37,2026-01-02 05:07:00,953,rounding_attack,1
537,2026-01-02 06:40:00,CP-0032,a32840e4,peak,4.14,6.21,6.21,6.21,0.0,FIRST50,50,50,3.1,22.11,68.54,system,billing_engine,True,192.168.1.28,2026-01-02 06:40:00,440,none,0
538,2026-01-01 07:31:00,CP-0009,762f3d55,peak,6.98,10.47,10.47,10.47,0.0,SUMMER20,20,20,8.38,33.52,280.9,system,csms,True,192.168.1.33,2026-01-01 07:31:00,1204,none,0
539,2026-01-02 18:19:00,CP-0023,338372e8,peak,4.69,7.04,7.04,7.04,0.0,WELCOME10,10,10,6.34,20.76,131.62,admin,csms,True,192.168.1.23,2026-01-02 18:19:00,1206,none,0
540,2026-01-20 03:38:00,CP-0035,a52dfab0,night,5.38,3.23,3.23,3.23,0.0,FIRST50,50,50,1.61,43.0,69.23,system,billing_engine,True,192.168.1.35,2026-01-20 03:38:00,135,none,0
541,2026-01-11 03:13:00,CP-0030,24f62a36,night,6.03,3.62,3.62,3.62,0.0,FIRST50,50,50,1.81,35.76,64.73,admin,csms,True,192.168.1.16,2026-01-11 03:13:00,1180,none,0
542,2026-01-11 13:47:00,CP-0030,f83a9c87,standard,8.47,8.47,8.47,8.47,0.0,SUMMER20,20,20,6.78,60.15,407.82,admin,csms,True,192.168.1.31,2026-01-11 13:47:00,856,none,0
543,2026-01-25 11:43:00,CP-0023,c89a15f8,standard,5.76,5.76,5.76,5.76,0.0,FIRST50,50,50,2.88,76.6,220.61,admin,billing_engine,True,192.168.1.3,2026-01-25 11:43:00,649,none,0
544,2026-01-12 15:28:00,CP-0028,50f9a578,standard,7.93,7.93,7.93,7.93,0.0,SUMMER20,20,20,6.34,11.88,75.32,admin,billing_engine,True,192.168.1.23,2026-01-12 15:28:00,114,none,0
545,2026-01-21 20:13:00,CP-0043,529efd2f,peak,6.86,10.29,10.29,10.19,-0.97,FIRST50,50,50,5.14,51.12,262.76,admin,billing_engine,True,192.168.1.49,2026-01-21 20:13:00,1381,rounding_attack,1
546,2026-01-01 16:00:00,CP-0001,3eda9138,standard,5.69,5.69,5.69,5.69,0.0,FIRST50,50,50,2.85,6.25,17.81,system,billing_engine,True,192.168.1.35,2026-01-01 16:00:00,647,none,0
547,2026-01-13 14:26:00,CP-0008,15413771,standard,8.02,8.02,8.02,8.02,0.0,WELCOME10,10,10,7.22,67.35,486.27,system,csms,True,192.168.1.23,2026-01-13 14:26:00,698,none,0
548,2026-01-27 02:58:00,CP-0046,87ffc91f,night,5.33,3.2,3.2,3.2,0.0,WELCOME10,10,10,2.88,15.36,44.24,admin,billing_engine,True,192.168.1.43,2026-01-27 02:58:00,1039,none,0
549,2026-01-14 08:38:00,CP-0038,597bb54c,peak,4.83,7.25,7.25,7.25,0.0,FIRST50,50,50,3.62,13.57,49.12,operator,billing_engine,True,192.168.1.40,2026-01-14 08:38:00,413,none,0
550,2026-01-05 16:28:00,CP-0012,6935125c,standard,5.9,5.9,5.9,1.37,-76.78,SUMMER20,20,20,4.72,20.07,94.73,guest,unknown,False,10.210.55.85,2026-01-05 16:28:00,452,unauthorized_update,1
551,2026-01-24 18:46:00,CP-0032,3aceaf44,peak,2.74,4.11,4.11,0.01,-99.76,LOYAL15,15,15,3.49,13.68,47.74,operator,billing_engine,True,192.168.1.39,2026-01-24 18:46:00,698,negative_price,1
552,2026-01-10 22:20:00,CP-0029,b7294fbd,standard,8.39,8.39,8.39,8.39,0.0,LOYAL15,15,15,7.13,59.99,427.73,admin,billing_engine,True,192.168.1.23,2026-01-10 22:20:00,335,none,0
553,2026-01-27 23:13:00,CP-0046,89587056,standard,3.71,3.71,3.71,3.71,0.0,NONE,0,0,3.71,26.79,99.39,operator,csms,True,192.168.1.46,2026-01-27 23:13:00,1391,none,0
554,2026-01-23 16:51:00,CP-0005,36366ef3,standard,4.11,4.11,4.11,4.11,0.0,SUMMER20,20,20,3.29,18.68,61.46,operator,csms,True,192.168.1.41,2026-01-23 16:51:00,992,none,0
555,2026-01-11 12:17:00,CP-0024,3523e5cf,night,7.78,7.78,7.78,4.67,-39.97,SUMMER20,20,20,6.22,40.64,252.78,operator,billing_engine,True,192.168.1.2,2026-01-11 12:17:00,1381,tariff_shift,1
556,2026-01-25 21:30:00,CP-0050,9f62d11e,standard,3.52,3.52,3.52,3.52,0.0,NONE,0,0,3.52,68.09,239.68,admin,csms,True,192.168.1.3,2026-01-25 21:30:00,1232,none,0
557,2026-01-04 14:32:00,CP-0016,d5b2b363,standard,6.38,6.38,6.38,6.38,0.0,WELCOME10,10,10,5.74,58.07,333.32,operator,csms,True,192.168.1.24,2026-01-04 14:32:00,823,none,0
558,2026-01-15 12:17:00,CP-0007,2aa98d12,standard,3.43,3.43,3.43,3.43,0.0,LOYAL15,15,15,2.92,11.96,34.92,admin,billing_engine,True,192.168.1.23,2026-01-15 12:17:00,1296,none,0
559,2026-01-16 16:27:00,CP-0025,3974573a,standard,7.84,7.84,7.84,7.84,0.0,FIRST50,50,50,3.92,30.43,119.29,admin,billing_engine,True,192.168.1.45,2026-01-16 16:27:00,1078,none,0
560,2026-01-20 21:07:00,CP-0010,bcd7dbeb,standard,4.1,4.1,4.1,4.1,0.0,SUMMER20,20,20,3.28,12.26,40.21,operator,billing_engine,True,192.168.1.40,2026-01-20 21:07:00,916,none,0
561,2026-01-17 04:24:00,CP-0041,59a2f635,night,5.82,3.49,3.49,3.49,0.0,WELCOME10,10,10,3.14,5.71,17.93,admin,csms,True,192.168.1.32,2026-01-17 04:24:00,948,none,0
562,2026-01-18 17:55:00,CP-0028,d8903393,peak,5.24,7.86,7.86,7.86,0.0,NONE,0,0,7.86,51.74,406.68,operator,billing_engine,True,192.168.1.36,2026-01-18 17:55:00,981,none,0
563,2026-01-17 12:52:00,CP-0044,f9df6461,standard,5.64,5.64,5.64,5.64,0.0,NONE,0,0,5.64,70.02,394.91,operator,csms,True,192.168.1.31,2026-01-17 12:52:00,672,none,0
564,2026-01-22 16:45:00,CP-0032,3958f832,standard,3.1,3.1,3.1,3.1,0.0,LOYAL15,15,15,2.63,70.01,184.13,system,csms,True,192.168.1.12,2026-01-22 16:45:00,467,none,0
565,2026-01-24 04:26:00,CP-0046,a52955da,night,4.05,2.43,2.43,2.43,0.0,WELCOME10,10,10,2.19,60.77,133.09,admin,csms,True,192.168.1.34,2026-01-24 04:26:00,74,none,0
566,2026-01-08 17:39:00,CP-0040,0e58af92,peak,4.78,7.17,7.17,7.17,0.0,LOYAL15,15,15,6.09,7.16,43.6,system,csms,True,192.168.1.31,2026-01-08 17:39:00,1059,none,0
567,2026-01-09 23:19:00,CP-0024,b69338cf,standard,5.24,5.24,5.24,1.05,-79.96,LOYAL15,15,15,4.45,54.57,242.84,system,billing_engine,True,192.168.1.46,2026-01-09 23:19:00,193,fake_price,1
568,2026-01-25 13:32:00,CP-0019,ad674bc8,standard,3.04,3.04,3.04,3.04,0.0,FIRST50,50,50,1.52,63.98,97.25,admin,csms,True,192.168.1.22,2026-01-25 13:32:00,229,none,0
569,2026-01-11 18:44:00,CP-0043,dde8f6de,peak,4.31,6.46,6.46,6.51,0.77,NONE,0,0,6.46,71.5,461.89,system,billing_engine,True,192.168.1.47,2026-01-11 18:44:00,902,rounding_attack,1
570,2026-01-08 17:55:00,CP-0001,31f66ac7,night,6.09,9.13,9.13,3.65,-60.02,SUMMER20,20,20,7.3,46.6,340.18,operator,csms,True,192.168.1.3,2026-01-08 17:55:00,323,tariff_shift,1
571,2026-01-17 13:30:00,CP-0003,4e908dee,standard,8.01,8.01,8.01,8.01,0.0,WELCOME10,10,10,7.21,78.54,566.27,operator,csms,True,192.168.1.46,2026-01-17 13:30:00,1127,none,0
572,2026-01-15 03:44:00,CP-0018,4ddf2051,night,3.93,2.36,2.36,2.36,0.0,FIRST50,50,50,1.18,72.28,85.29,admin,billing_engine,True,192.168.1.20,2026-01-15 03:44:00,696,none,0
573,2026-01-17 01:03:00,CP-0010,8e05a3d8,night,8.39,5.03,5.03,5.13,1.99,LOYAL15,15,15,4.28,67.09,287.15,admin,csms,True,192.168.1.45,2026-01-17 01:03:00,167,rounding_attack,1
574,2026-01-12 16:07:00,CP-0036,027ff504,standard,2.59,2.59,2.59,2.59,0.0,NONE,0,0,2.59,43.55,112.79,admin,billing_engine,True,192.168.1.36,2026-01-12 16:07:00,712,none,0
575,2026-01-19 12:22:00,CP-0028,8e43954e,standard,6.87,6.87,6.87,6.87,0.0,LOYAL15,15,15,5.84,50.47,294.74,system,csms,True,192.168.1.25,2026-01-19 12:22:00,1240,none,0
576,2026-01-27 09:02:00,CP-0001,b36fbb1c,night,3.96,3.96,3.96,2.38,-39.9,SUMMER20,20,20,3.17,17.92,56.81,admin,billing_engine,True,192.168.1.7,2026-01-27 09:02:00,994,tariff_shift,1
577,2026-01-06 14:00:00,CP-0038,36f8968d,standard,4.65,4.65,4.65,4.65,0.0,SUMMER20,20,20,3.72,29.28,108.92,admin,billing_engine,True,192.168.1.4,2026-01-06 14:00:00,319,none,0
578,2026-01-17 09:53:00,CP-0010,61ac5598,standard,8.05,8.05,8.05,8.05,0.0,FIRST50,50,50,4.03,26.64,107.36,system,csms,True,192.168.1.9,2026-01-17 09:53:00,83,none,0
579,2026-01-27 08:08:00,CP-0011,bfc77357,peak,6.08,9.12,9.12,9.12,0.0,SUMMER20,20,20,7.3,18.56,135.49,system,csms,True,192.168.1.47,2026-01-27 08:08:00,956,none,0
580,2026-01-25 08:36:00,CP-0027,fbb93ad0,peak,5.34,8.01,8.01,8.01,0.0,FIRST50,50,50,4.0,19.28,77.12,admin,billing_engine,True,192.168.1.23,2026-01-25 08:36:00,927,none,0
581,2026-01-10 08:53:00,CP-0038,b121f168,peak,4.96,7.44,7.44,7.44,0.0,SUMMER20,20,20,5.95,66.53,395.85,admin,billing_engine,True,192.168.1.11,2026-01-10 08:53:00,761,none,0
582,2026-01-16 21:16:00,CP-0008,03f26652,peak,6.26,6.26,6.26,9.39,50.0,LOYAL15,15,15,5.32,8.58,45.65,system,csms,True,192.168.1.29,2026-01-16 21:16:00,670,tariff_shift,1
583,2026-01-03 11:00:00,CP-0049,5187e4f6,standard,5.21,5.21,5.21,5.21,0.0,SUMMER20,20,20,4.17,63.02,262.79,system,csms,True,192.168.1.32,2026-01-03 11:00:00,240,none,0
584,2026-01-17 18:02:00,CP-0021,76e189d1,peak,3.0,4.5,4.5,2.47,-45.11,LOYAL15,15,15,3.82,49.04,187.33,user,external_api,False,10.97.40.132,2026-01-17 18:02:00,602,unauthorized_update,1
585,2026-01-05 21:49:00,CP-0007,361aac7c,standard,7.42,7.42,7.42,7.42,0.0,LOYAL15,15,15,6.31,48.4,305.4,operator,billing_engine,True,192.168.1.26,2026-01-05 21:49:00,466,none,0
586,2026-01-08 19:07:00,CP-0018,83efd47e,peak,4.9,7.35,7.35,7.35,0.0,FIRST50,50,50,3.67,67.68,248.39,system,billing_engine,True,192.168.1.27,2026-01-08 19:07:00,1388,none,0
587,2026-01-09 03:07:00,CP-0002,ee73a956,night,7.4,4.44,4.44,4.44,0.0,ADMIN100,55,0,2.0,20.69,41.38,system,csms,True,192.168.1.42,2026-01-09 03:07:00,555,discount_manipulation,1
588,2026-01-17 20:55:00,CP-0041,91be7593,peak,4.08,6.12,6.12,6.22,1.63,FIRST50,50,50,3.06,36.76,112.49,operator,billing_engine,True,192.168.1.47,2026-01-17 20:55:00,913,rounding_attack,1
589,2026-01-14 14:38:00,CP-0004,1222358a,standard,3.81,3.81,3.81,3.81,0.0,LOYAL15,15,15,3.24,65.65,212.71,operator,billing_engine,True,192.168.1.50,2026-01-14 14:38:00,1256,none,0
590,2026-01-11 08:29:00,CP-0050,3c70bbb3,peak,4.71,7.06,7.06,7.06,0.0,FIRST50,50,50,3.53,63.19,223.06,system,csms,True,192.168.1.10,2026-01-11 08:29:00,73,none,0
591,2026-01-08 17:12:00,CP-0025,191aab78,peak,7.87,11.8,11.8,11.8,0.0,LOYAL15,15,15,10.03,67.12,673.21,admin,csms,True,192.168.1.25,2026-01-08 17:12:00,967,none,0
592,2026-01-28 01:23:00,CP-0047,c3fda304,night,3.01,1.81,1.81,1.81,0.0,FIRST50,50,50,0.91,64.33,58.54,system,csms,True,192.168.1.25,2026-01-28 01:23:00,1187,none,0
593,2026-01-21 17:37:00,CP-0036,ee6c9650,peak,6.5,9.75,9.75,9.9,1.54,NONE,0,0,9.75,38.39,374.3,operator,csms,True,192.168.1.20,2026-01-21 17:37:00,411,rounding_attack,1
594,2026-01-21 10:58:00,CP-0042,16bbf3ca,standard,5.35,5.35,5.35,5.35,0.0,WELCOME10,10,10,4.81,15.18,73.02,admin,billing_engine,True,192.168.1.35,2026-01-21 10:58:00,746,none,0
595,2026-01-30 01:35:00,CP-0028,45d186bf,night,7.8,4.68,4.68,4.63,-1.07,WELCOME10,10,10,4.21,53.07,223.42,system,csms,True,192.168.1.21,2026-01-30 01:35:00,945,rounding_attack,1
596,2026-01-21 17:32:00,CP-0031,30d87f4e,peak,5.66,8.49,8.49,3.02,-64.43,WELCOME10,10,10,7.64,58.24,444.95,user,external_api,False,10.167.44.41,2026-01-21 17:32:00,1331,unauthorized_update,1
597,2026-01-09 05:25:00,CP-0050,660ee852,night,4.47,2.68,2.68,2.68,0.0,WELCOME10,10,10,2.41,25.93,62.49,system,billing_engine,True,192.168.1.44,2026-01-09 05:25:00,1158,none,0
598,2026-01-30 05:48:00,CP-0027,8493f7dc,night,4.3,2.58,2.58,2.73,5.81,FIRST50,50,50,1.29,28.9,37.28,admin,csms,True,192.168.1.27,2026-01-30 05:48:00,606,rounding_attack,1
599,2026-01-15 15:23:00,CP-0014,43bbed98,standard,3.6,3.6,3.6,3.6,0.0,FIRST50,50,50,1.8,36.43,65.57,operator,billing_engine,True,192.168.1.26,2026-01-15 15:23:00,632,none,0
600,2026-01-26 19:21:00,CP-0003,0eb71469,peak,7.56,11.34,11.34,11.34,0.0,NONE,0,0,11.34,66.89,758.53,admin,csms,True,192.168.1.3,2026-01-26 19:21:00,1373,none,0
601,2026-01-11 08:13:00,CP-0044,cf44d514,peak,5.74,8.61,8.61,2.58,-70.03,SUMMER20,20,20,6.89,57.22,394.25,admin,billing_engine,True,192.168.1.34,2026-01-11 08:13:00,8,abnormal_price_change,1
602,2026-01-19 07:24:00,CP-0014,88585976,peak,2.53,3.79,3.79,3.79,0.0,SUMMER20,20,20,3.03,25.88,78.42,system,csms,True,192.168.1.37,2026-01-19 07:24:00,268,none,0
603,2026-01-16 12:24:00,CP-0003,b9de4504,standard,8.02,8.02,8.02,8.02,0.0,SUMMER20,20,20,6.42,46.46,298.27,system,billing_engine,True,192.168.1.15,2026-01-16 12:24:00,719,none,0
604,2026-01-27 08:09:00,CP-0020,5368090a,peak,3.01,4.51,4.51,4.51,0.0,FIRST50,50,50,2.25,22.2,49.95,system,billing_engine,True,192.168.1.29,2026-01-27 08:09:00,1343,none,0
605,2026-01-14 09:58:00,CP-0034,34a223c4,standard,4.56,4.56,4.56,13.68,200.0,LOYAL15,15,15,3.88,50.78,197.03,admin,billing_engine,True,192.168.1.29,2026-01-14 09:58:00,9,abnormal_price_change,1
606,2026-01-07 08:40:00,CP-0003,93b2ca08,peak,6.84,10.26,10.26,3.08,-69.98,SUMMER20,20,20,8.21,13.91,114.2,operator,billing_engine,True,192.168.1.20,2026-01-07 08:40:00,7,abnormal_price_change,1
607,2026-01-09 19:41:00,CP-0024,63346ad8,peak,6.53,9.79,9.79,9.79,0.0,LOYAL15,15,15,8.32,66.9,556.61,admin,billing_engine,True,192.168.1.22,2026-01-09 19:41:00,1207,none,0
608,2026-01-09 12:07:00,CP-0029,6a745490,standard,3.31,3.31,3.31,3.31,0.0,WELCOME10,10,10,2.98,17.95,53.49,system,billing_engine,True,192.168.1.6,2026-01-09 12:07:00,714,none,0
609,2026-01-17 23:20:00,CP-0008,b9aff62b,standard,6.4,6.4,6.4,6.4,0.0,SUMMER20,20,20,5.12,6.94,35.53,admin,billing_engine,True,192.168.1.34,2026-01-17 23:20:00,852,none,0
610,2026-01-30 10:44:00,CP-0039,31b1310c,standard,5.96,5.96,5.96,5.96,0.0,WELCOME10,10,10,5.36,53.17,284.99,admin,billing_engine,True,192.168.1.6,2026-01-30 10:44:00,174,none,0
611,2026-01-15 04:50:00,CP-0018,dabde865,night,8.08,4.85,4.85,4.85,0.0,SUMMER20,20,20,3.88,16.94,65.73,system,csms,True,192.168.1.25,2026-01-15 04:50:00,139,none,0
612,2026-01-12 11:26:00,CP-0024,edfb723b,standard,8.06,8.06,8.06,8.06,0.0,NONE,0,0,8.06,7.51,60.53,admin,billing_engine,True,192.168.1.46,2026-01-12 11:26:00,814,none,0
613,2026-01-09 05:14:00,CP-0018,99459754,night,2.69,1.61,1.61,1.61,0.0,WELCOME10,10,10,1.45,76.26,110.58,admin,csms,True,192.168.1.49,2026-01-09 05:14:00,478,none,0
614,2026-01-12 07:21:00,CP-0042,fa1efcb0,peak,6.24,9.36,9.36,9.36,0.0,FIRST50,50,50,4.68,11.02,51.57,operator,billing_engine,True,192.168.1.21,2026-01-12 07:21:00,1343,none,0
615,2026-01-19 17:28:00,CP-0024,80c1b02f,peak,7.62,11.43,11.43,11.43,0.0,FREE,71,0,3.31,15.42,51.04,admin,billing_engine,True,192.168.1.48,2026-01-19 17:28:00,79,discount_manipulation,1
616,2026-01-24 01:16:00,CP-0016,90a3f300,night,6.46,3.88,3.88,3.88,0.0,LOYAL15,15,15,3.3,12.19,40.23,operator,billing_engine,True,192.168.1.10,2026-01-24 01:16:00,171,none,0
617,2026-01-20 15:22:00,CP-0024,89b59ba0,standard,3.44,3.44,3.44,3.44,0.0,LOYAL15,15,15,2.92,71.72,209.42,admin,csms,True,192.168.1.17,2026-01-20 15:22:00,675,none,0
618,2026-01-01 08:54:00,CP-0017,076a60ae,peak,3.14,4.71,4.71,4.71,0.0,SUMMER20,20,20,3.77,59.56,224.54,operator,billing_engine,True,192.168.1.3,2026-01-01 08:54:00,880,none,0
619,2026-01-18 17:15:00,CP-0047,90ea0f15,peak,3.58,5.37,5.37,16.11,200.0,NONE,0,0,5.37,37.41,200.89,operator,csms,True,192.168.1.45,2026-01-18 17:15:00,1224,fake_price,1
620,2026-01-10 08:08:00,CP-0048,872c1532,peak,5.37,8.05,8.05,8.05,0.0,FIRST50,50,50,4.03,79.16,319.01,operator,billing_engine,True,192.168.1.45,2026-01-10 08:08:00,1184,none,0
621,2026-01-08 13:58:00,CP-0004,cf9740d9,standard,7.31,7.31,7.31,7.31,0.0,LOYAL15,15,15,6.21,6.64,41.23,system,csms,True,192.168.1.50,2026-01-08 13:58:00,287,none,0
622,2026-01-15 13:57:00,CP-0006,d0acc30e,standard,4.86,4.86,4.86,4.86,0.0,SUMMER20,20,20,3.89,59.74,232.39,system,csms,True,192.168.1.27,2026-01-15 13:57:00,552,none,0
